dataset,1,1,0,0,[1.98831781e+00 6.47283088e-02 8.55306639e-04]
dataset,1,2,0,0,[1.98831820e+00 6.46609464e-02 9.20517924e-04]
dataset,1,3,0,0,[1.98831859e+00 6.45935667e-02 9.85745902e-04]
dataset,1,4,0,0,[1.98831898e+00 6.45261700e-02 1.05099056e-03]
dataset,1,5,0,0,[1.98831937e+00 6.44587560e-02 1.11625191e-03]
dataset,1,6,0,0,[1.98831977e+00 6.43913249e-02 1.18152995e-03]
dataset,1,7,0,0,[1.98832016e+00 6.43238766e-02 1.24682468e-03]
dataset,1,8,0,0,[1.98832055e+00 6.42564112e-02 1.31213612e-03]
dataset,1,9,0,0,[1.98832095e+00 6.41889285e-02 1.37746426e-03]
dataset,1,10,0,0,[1.98832134e+00 6.41214287e-02 1.44280912e-03]
dataset,1,11,0,0,[1.98832174e+00 6.40539117e-02 1.50817070e-03]
dataset,1,12,0,0,[1.98832213e+00 6.39863777e-02 1.57354883e-03]
dataset,1,13,0,0,[1.98832253e+00 6.39188275e-02 1.63894266e-03]
dataset,1,14,0,0,[1.98832292e+00 6.38512607e-02 1.70435259e-03]
dataset,1,15,0,0,[1.98832332e+00 6.37836773e-02 1.76977864e-03]
dataset,1,16,0,0,[1.98832372e+00 6.37160774e-02 1.83522080e-03]
dataset,1,17,0,0,[1.98832412e+00 6.36484608e-02 1.90067907e-03]
dataset,1,18,0,0,[1.98832451e+00 6.35808277e-02 1.96615345e-03]
dataset,1,19,0,0,[1.98832491 0.06351318 0.00203164]
dataset,1,20,0,0,[1.98832531 0.06344551 0.00209715]
dataset,1,21,0,0,[1.98832571 0.06337783 0.00216267]
dataset,1,22,0.144444450736046,0.222688913345337,[1.98437604 0.06330068 0.0023638 ]
dataset,1,23,0.119721464812756,0.193759500980377,[1.96106697 0.0410102  0.0253283 ]
dataset,1,24,0.088888891041279,0.172570198774338,[1.93797432 0.0084436  0.05817637]
dataset,1,25,0.088888891041279,0.26551753282547,[ 1.91873495 -0.01160081  0.07823739]
dataset,1,26,0.088888891041279,0.227231234312057,[ 1.90151748 -0.06335616  0.12965789]
dataset,1,27,0.088888891041279,0.452703505754471,[ 1.89024223 -0.09281765  0.17669752]
dataset,1,28,0.061111111193895,0.564112961292267,[ 1.87675132 -0.17353891  0.25652602]
dataset,1,29,0.061111111193895,0.587466061115265,[ 1.86045968 -0.26510924  0.35910899]
dataset,1,30,0.061111111193895,0.590340197086334,[ 1.84303283 -0.39242468  0.47529031]
dataset,1,31,0.061111111193895,0.612341642379761,[ 1.83212154 -0.49571501  0.58677   ]
dataset,1,32,0.00555555569008,0.57139003276825,[ 1.81920188 -0.62104244  0.71213089]
dataset,1,33,0,0.581465125083923,[ 1.81840677 -0.74161808  0.83973756]
dataset,1,34,0,0.507737040519714,[ 1.81415737 -0.85543499  0.95322188]
dataset,1,35,0,0.440113216638565,[ 1.81002067 -0.95554983  1.05049648]
dataset,1,36,0.050499480217695,0.500185430049896,[ 1.81043056 -1.0396945   1.13501066]
dataset,1,37,0,0.342700183391571,[ 1.80962098 -1.09023767  1.1833449 ]
dataset,1,38,0.002309420378879,0.398299008607864,[ 1.80936805 -1.1680979   1.26090043]
dataset,1,39,0.026100523769856,0.405588567256927,[ 1.80825862 -1.24184583  1.33937595]
dataset,1,40,0.033333335071802,0.337542623281479,[ 1.8071825  -1.32593028  1.42139859]
dataset,1,41,0.033333335071802,0.266766220331192,[ 1.8101913  -1.39907923  1.48580011]
dataset,1,42,0,0,[ 1.80942321 -1.45892642  1.54279213]
dataset,1,43,0,-0.9,[ 1.80768491 -1.41630084  1.49512453]
dataset,1,44,0,-1.15599544909872,[ 1.80713403 -1.21958228  1.29709483]
dataset,1,45,0,-1.16016436750519,[ 1.80717428 -0.98444165  1.05295737]
dataset,1,46,0,-0.930883630300431,[ 1.80593918 -0.77130068  0.83971304]
dataset,1,47,0,-0.9,[ 1.79975614 -0.59125741  0.65915517]
dataset,1,48,0,-0.9,[ 1.80362086 -0.4148041   0.47981375]
dataset,1,49,0,-0.9,[ 1.80087398 -0.23507296  0.30256914]
dataset,1,50,0,-0.9,[ 1.80324643 -0.05920334  0.12377283]
dataset,1,51,0,0,[1.8056048  0.02373426 0.03547429]
dataset,1,52,0,0,[1.80564167 0.02338407 0.03582125]
dataset,2,53,0,0,[ 5.98610445  4.17440666 -2.833407  ]
dataset,2,54,0,0,[ 5.98610445  4.17440666 -2.833407  ]
dataset,2,55,0,0,[ 5.98610723  4.17430364 -2.83330335]
dataset,2,56,0,0,[ 5.98611052  4.17417836 -2.8331773 ]
dataset,2,57,0,0,[ 5.98611379  4.17405156 -2.83304973]
dataset,2,58,-0.050000000745058,-0.253682434558868,[ 5.98611703  4.17392358 -2.83292097]
dataset,2,59,-0.050000000745058,-0.457416892051697,[ 5.98285033  4.24886354 -2.90685159]
dataset,2,60,-0.050000000745058,-1.1749130487442,[ 5.97931804  4.37186284 -3.02848357]
dataset,2,61,-0.028665713965893,-1.47334563732147,[ 5.9700132  -1.6872289   3.03676345]
dataset,2,62,-0.028698200359941,-1.42183136940002,[ 5.96307329 -1.41784654  2.76478477]
dataset,2,63,-0.026170456781983,-1.74339711666107,[ 5.95476208 -1.09783749  2.44251582]
dataset,2,64,0.145235747098923,-1.95501744747162,[ 5.95273779 -0.75092532  2.09978521]
dataset,2,65,0.187819838523865,-1.77133369445801,[ 5.9439731  -0.37718797  1.72086042]
dataset,2,66,0.200000002980232,-2.21170425415039,[5.92568011 0.15080797 1.19209342]
dataset,2,67,0.172222226858139,-2.48464226722717,[5.90310952 0.74936446 0.60058657]
dataset,2,68,0.009127900935709,-2.54086565971375,[5.88491944 1.31743988 0.03874667]
dataset,2,69,0.019638044759631,-2.75,[ 5.88063267  1.83368441 -0.4715716 ]
dataset,2,70,-0.050000000745058,-2.75,[ 5.88392398  2.36021429 -0.99360439]
dataset,2,71,-0.050000000745058,-2.75,[ 5.88084022  2.91601946 -1.54368578]
dataset,2,72,-0.050000000745058,-2.75,[ 5.88863345  3.46419475 -2.09282762]
dataset,2,73,-0.050000000745058,-2.75,[ 5.89563444  4.02155655 -2.64225982]
dataset,2,74,-0.004406062886119,-2.44488739967346,[ 5.90262176 -1.71440126  3.0997604 ]
dataset,2,75,0.08869232237339,-2.36895966529846,[ 5.90068011 -1.21342348  2.59674322]
dataset,2,76,0.200000002980232,-2.36285996437073,[ 5.88499033 -0.63208869  2.01127705]
dataset,2,77,0.172222226858139,-2.75,[ 5.8509594  -0.05788331  1.44260955]
dataset,2,78,0.159431025385857,-2.47587180137634,[5.81597254 0.47129943 0.9197898 ]
dataset,2,79,0.111921891570091,-2.62836098670959,[5.78705026 0.98665488 0.40614152]
dataset,2,80,0.116666667163372,-2.6684148311615,[ 5.78114219  1.53677682 -0.13622643]
dataset,2,81,0.04036496207118,-2.73973178863525,[ 5.78714278  2.08038927 -0.67520482]
dataset,2,82,0.04185127466917,-2.552973985672,[ 5.80245565  2.58523679 -1.17774921]
dataset,2,83,-0.050000000745058,-2.72757983207703,[ 5.81357751  3.06550823 -1.65891497]
dataset,2,84,-0.050000000745058,-2.63415002822876,[ 5.80755445  3.57811086 -2.17382244]
dataset,2,85,-0.050000000745058,-2.75,[ 5.81125296  4.09135588 -2.68864132]
dataset,2,86,-0.050000000745058,-2.53778982162476,[ 5.81632692 -1.6667688   3.06556049]
dataset,2,87,0.040050838142634,-2.23450827598572,[ 5.81923544 -1.13829247  2.53705445]
dataset,2,88,0.186092734336853,-2.52544450759888,[ 5.81240637 -0.67628209  2.0660179 ]
dataset,2,89,0.061111111193895,-1.62648570537567,[ 5.78373485 -0.30360266  1.68872492]
dataset,2,90,0.174740299582481,-1.89516699314117,[5.7529962  0.12568517 1.26067512]
dataset,2,91,0.200000002980232,-1.50195717811584,[5.71953296 0.50680599 0.8837231 ]
dataset,2,92,0.200000002980232,-1.4067018032074,[5.69151319 0.87172721 0.52384538]
dataset,2,93,0.157242715358734,-1.48499405384064,[5.66682396 1.20549662 0.1933201 ]
dataset,2,94,0.106797806918621,-1.15910756587982,[ 5.66316265  1.51059216 -0.10055252]
dataset,2,95,-0.050000000745058,-0.928147733211517,[ 5.66413492  1.79209492 -0.37454174]
dataset,2,96,0.088888891041279,-2.28917980194092,[ 5.6693713   2.17961322 -0.76121653]
dataset,2,97,-0.02222222276032,-1.2872793674469,[ 5.67538536  2.51155315 -1.09733173]
dataset,2,98,-0.000512121012434,-1.09050977230072,[ 5.67165855  2.77689372 -1.36278333]
dataset,2,99,-0.050000000745058,-1.54690539836884,[ 5.67795323  3.0112632  -1.59694612]
dataset,2,100,-0.050000000745058,-1.32131254673004,[ 5.67583412  3.20789755 -1.79554302]
dataset,2,101,-0.050000000745058,-1.15901458263397,[ 5.67995237  3.39849768 -1.98771829]
dataset,2,102,-0.050000000745058,-1.02953803539276,[ 5.68472441  3.58056218 -2.17392935]
dataset,2,103,-0.027366440743208,-1.04870867729187,[ 5.69378175  3.72805632 -2.32077302]
dataset,2,104,-0.050000000745058,-0.693433046340942,[ 5.69710706  3.89101385 -2.48063035]
dataset,2,105,-0.050000000745058,-0.839999318122864,[ 5.70025487  4.02761378 -2.61850109]
dataset,2,106,-0.050000000745058,-0.350823253393173,[ 5.70161869  4.14941247 -2.74227922]
dataset,2,107,-0.050000000745058,-0.65099972486496,[ 5.70468689  4.24583264 -2.84375822]
dataset,2,108,-0.02878881432116,-0.559851229190826,[ 5.70154351  4.36421137 -2.9608528 ]
